trr_rd_no,statute,description,subject_no,trr_report_id
HZ231604,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19297670.0,96548
HZ231634,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19297345.0,96549
HZ231634,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19297345.0,96549
HZ231634,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,19297345.0,96549
HZ231634,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19297345.0,96549
HZ231581,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19297696.0,96550
HZ231581,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297696.0,96550
HZ231581,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19297696.0,96551
HZ231581,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297696.0,96551
HZ231899,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297766.0,96552
HZ231899,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19297766.0,96552
HZ231899,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297766.0,96553
HZ231899,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19297766.0,96553
HZ231984,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19297791.0,96554
HZ231984,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297791.0,96554
HZ231984,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19297791.0,96554
HZ231984,720 ILCS 550.0/5.2-D,CANNABIS - MFG/DEL - SCHOOL - 2.5-10 GRMS,19297791.0,96554
HZ231984,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19297791.0,96555
HZ231984,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297791.0,96555
HZ231984,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19297791.0,96555
HZ231984,720 ILCS 550.0/5.2-D,CANNABIS - MFG/DEL - SCHOOL - 2.5-10 GRMS,19297791.0,96555
HZ232243,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19297826.0,96556
HZ232243,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19297826.0,96556
HZ232243,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19297826.0,96557
HZ232243,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19297826.0,96557
HZ232467,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297927.0,96559
HZ232467,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19297927.0,96559
HZ232467,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19297927.0,96559
HZ232467,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19297927.0,96560
HZ232467,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19297927.0,96560
HZ232467,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19297927.0,96560
HZ232817,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298123.0,96564
HZ232817,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298123.0,96564
HZ232817,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19298123.0,96564
HZ232817,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19298123.0,96564
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159.0,96566
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159.0,96566
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159.0,96566
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159.0,96566
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298160.0,96567
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160.0,96567
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160.0,96567
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160.0,96567
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298160.0,96568
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160.0,96568
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160.0,96568
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160.0,96568
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159.0,96569
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159.0,96569
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159.0,96569
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159.0,96569
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159.0,96570
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159.0,96570
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159.0,96570
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159.0,96570
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159.0,96571
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159.0,96571
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159.0,96571
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159.0,96571
HZ232879,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298160.0,96572
HZ232879,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160.0,96572
HZ232879,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160.0,96572
HZ232879,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160.0,96572
HZ232893,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298161.0,96573
HZ232893,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19298161.0,96573
HZ232893,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298161.0,96573
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96576
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96576
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96576
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96576
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96576
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96576
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96577
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96577
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96577
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96577
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96577
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96577
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96578
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96578
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96578
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96578
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96578
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96578
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96579
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96579
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96579
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96579
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96579
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96579
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96580
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96580
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96580
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96580
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96580
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96580
HZ233636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472.0,96581
HZ233636,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472.0,96581
HZ233636,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472.0,96581
HZ233636,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472.0,96581
HZ233636,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472.0,96581
HZ233636,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472.0,96581
HZ233860,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298580.0,96582
HZ233860,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298580.0,96582
HZ233860,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19298580.0,96582
HZ234128,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298713.0,96583
HZ234128,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298713.0,96583
HZ234121,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298734.0,96584
HZ234121,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19298734.0,96584
HZ234121,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER/PRIOR DOM BTRY,19298734.0,96584
HZ234121,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298734.0,96584
HZ234121,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298734.0,96585
HZ234121,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19298734.0,96585
HZ234121,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER/PRIOR DOM BTRY,19298734.0,96585
HZ234121,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298734.0,96585
HZ234189,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19298751.0,96586
HZ234189,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19298751.0,96586
HZ234189,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19298751.0,96586
HZ234189,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298751.0,96586
HZ234189,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298751.0,96586
HZ234189,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298751.0,96586
HZ234189,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19298751.0,96586
HZ234189,9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19298751.0,96586
HZ234189,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19298751.0,96586
HZ234189,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19298751.0,96587
HZ234189,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19298751.0,96587
HZ236187,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19299554.0,96616
HZ234189,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19298751.0,96587
HZ234189,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298751.0,96587
HZ234189,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298751.0,96587
HZ234189,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298751.0,96587
HZ234189,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19298751.0,96587
HZ234189,9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19298751.0,96587
HZ234189,9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19298751.0,96587
HZ234519,10-8-515,SOLICITING UNLAWFUL BUSINESS,19298851.0,96588
HZ234519,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19298851.0,96588
HZ234519,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298851.0,96588
HZ234528,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19298853.0,96589
HZ234528,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19298853.0,96589
HZ234528,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298853.0,96589
HZ234528,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19298853.0,96589
HZ234528,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19298853.0,96589
HZ234528,8-26-050,GUN OFFENDER DUTY TO REPORT,19298853.0,96589
HZ234519,10-8-515,SOLICITING UNLAWFUL BUSINESS,19298851.0,96590
HZ234519,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19298851.0,96590
HZ234519,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298851.0,96590
HZ234535,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19298938.0,96591
HZ234958,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19299022.0,96592
HZ234976,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299041.0,96593
HZ234976,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19299041.0,96593
HZ234976,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299041.0,96593
HZ234976,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299041.0,96593
HZ234976,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299041.0,96593
HZ234976,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19299041.0,96593
HZ234976,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19299041.0,96593
HZ234976,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299041.0,96593
HZ234976,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299041.0,96594
HZ234976,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19299041.0,96594
HZ234976,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299041.0,96594
HZ234976,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299041.0,96594
HZ234976,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299041.0,96594
HZ234976,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19299041.0,96594
HZ234976,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19299041.0,96594
HZ234976,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299041.0,96594
HZ235271,10-8-515,SOLICITING UNLAWFUL BUSINESS,19299172.0,96597
HZ235271,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299172.0,96597
HZ235271,10-8-515,SOLICITING UNLAWFUL BUSINESS,19299172.0,96598
HZ235271,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299172.0,96598
HZ235435,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19299298.0,96599
HZ235435,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299298.0,96599
HZ235491,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328.0,96602
HZ235491,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328.0,96602
HZ235491,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328.0,96602
HZ235491,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328.0,96602
HZ235491,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328.0,96603
HZ235491,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328.0,96603
HZ235491,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328.0,96603
HZ235491,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328.0,96603
HZ235491,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328.0,96604
HZ235491,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328.0,96604
HZ235491,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328.0,96604
HZ235491,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328.0,96604
HZ236037,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531.0,96612
HZ236037,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531.0,96612
HZ236037,720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531.0,96612
HZ236037,9-24-010(B),STOP AT STOP SIGN,19299531.0,96612
HZ236037,9-64-130-A,PARKING IN ALLEYS,19299531.0,96612
HZ236037,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531.0,96613
HZ236037,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531.0,96613
HZ236037,720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531.0,96613
HZ236037,9-24-010(B),STOP AT STOP SIGN,19299531.0,96613
HZ236037,9-64-130-A,PARKING IN ALLEYS,19299531.0,96613
HZ236037,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531.0,96614
HZ236037,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531.0,96614
HZ236037,720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531.0,96614
HZ236037,9-24-010(B),STOP AT STOP SIGN,19299531.0,96614
HZ236037,9-64-130-A,PARKING IN ALLEYS,19299531.0,96614
HZ236037,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531.0,96615
HZ236037,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531.0,96615
HZ236037,720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531.0,96615
HZ236037,9-24-010(B),STOP AT STOP SIGN,19299531.0,96615
HZ236037,9-64-130-A,PARKING IN ALLEYS,19299531.0,96615
HZ236187,625 ILCS 5.0/11-305-B,IVC - AVOID TRAFFIC CONTROL DEVICE,19299554.0,96616
HZ236187,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299554.0,96616
HZ236187,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299554.0,96616
HZ236187,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299554.0,96616
HZ236187,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299554.0,96616
HZ236187,625 ILCS 5.0/11-305-B,IVC - AVOID TRAFFIC CONTROL DEVICE,19299554.0,96617
HZ236187,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299554.0,96617
HZ236187,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19299554.0,96617
HZ236187,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299554.0,96617
HZ236187,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299554.0,96617
HZ236187,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299554.0,96617
HZ236279,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299583.0,96618
HZ236279,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299583.0,96618
HZ236279,720 ILCS 550.0/4-C,CANNABIS - POSSESS CANNABIS/10-30 GRAMS/SUBQ,19299583.0,96618
HZ236279,9-24-010(B),STOP AT STOP SIGN,19299583.0,96618
HZ236096,510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557.0,96620
HZ236096,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557.0,96620
HZ236096,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557.0,96620
HZ236096,510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557.0,96621
HZ236096,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557.0,96621
HZ236096,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557.0,96621
HZ236096,510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557.0,96622
HZ236096,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557.0,96622
HZ236096,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557.0,96622
HZ236653,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299614.0,96623
HZ236653,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19299614.0,96623
HZ236653,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19299614.0,96623
HZ236653,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299614.0,96624
HZ236653,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19299614.0,96624
HZ236653,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19299614.0,96624
HZ236617,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19299839.0,96625
HZ236617,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19299839.0,96625
HZ236617,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299839.0,96625
HZ236617,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19299839.0,96626
HZ236617,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19299839.0,96626
HZ236617,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299839.0,96626
HZ236748,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299867.0,96627
HZ236748,625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19299867.0,96627
HZ236748,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19299867.0,96627
HZ236748,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299867.0,96627
